order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI03554,2018-10-31,17:58:18,Dinner,NS,"[('Salmon', 2), ('Shrimp', 10), ('Fish&Chips', 9), ('Pasta', 6)]",1102.0,-37.8073809,144.9739727,0,8.163,13.2580656
ORDJ06461,2018-07-02,14:05:04,Lunch,TP,"[('Salad', 4), ('Burger', 6), ('Fries', 9), ('Steak', 10), ('Chicken', 10)]",1132.8,-37.8105323,144.9643944,0,8.008,11.6193075
ORDZ00574,2018-05-26,12:43:56,Lunch,NS,"[('Fries', 7), ('Burger', 3), ('Steak', 2)]",267.0,-37.8052497,145.0151727,0,10.438,18.3626861
ORDA03472,2018-07-16,14:25:21,Lunch,BK,"[('Salad', 10), ('Fries', 6), ('Chicken', 3)]",340.0,-37.8226294,144.9519158,0,8.962,14.8202204
ORDJ04117,2018-12-12,19:29:34,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 10)]",515.0,-37.8208956,144.9560135,0,8.09,12.1795985
ORDZ10119,2018-08-29,15:56:37,Lunch,NS,"[('Steak', 2), ('Fries', 6)]",162.0,-37.8104561,144.9613436,0,10.512,13.0882866
ORDY10736,07-08-2018,15:16:03,Lunch,TP,"[('Salad', 1), ('Burger', 3), ('Fries', 2), ('Steak', 1)]",179.2,-37.8092574,144.9721461,0,9.114,12.5659485
ORDZ08136,2018-01-18,08:30:25,Breakfast,NS,"[('Coffee', 3), ('Pancake', 2), ('Cereal', 1)]",92.0,-37.8227216,144.9372467,1,10.617,7.921741
ORDA05000,2018-12-19,19:39:43,Dinner,BK,"[('Fish&Chips', 6), ('Pasta', 5), ('Salmon', 8), ('Shrimp', 6)]",999.5,37.8211434,144.9548976,0,8.605,15.1290981
ORDA06929,2018-04-06,11:02:32,Lunch,BK,"[('Cereal', 1), ('Coffee', 1), ('Eggs', 5)]",138.5,-37.8123861,144.9656484,0,7.413,12.4907931
ORDB10358,2018-01-04,08:00:00,Breakfast,TP,"[('Coffee', 8), ('Pancake', 9)]",278.25,-37.816325,145.0031212,1,11.06,7.1346706
ORDJ04694,2018-10-17,17:38:01,Dinner,TP,"[('Shrimp', 6), ('Salmon', 6)]",570.0,-37.8031607,144.9500698,0,9.973,14.1398756
ORDZ07447,2018-09-09,16:16:54,Dinner,NS,"[('Shrimp', 10), ('Fish&Chips', 2)]",610.0,-37.8105621,144.9424712,0,10.63,18.8327434
ORDA06792,2018-09-21,16:47:19,Dinner,BK,"[('Pasta', 8), ('Salmon', 6)]",466.0,-37.8201466,144.9582521,0,8.288,15.4326966
ORDI02943,2018-01-23,08:40:33,Breakfast,ns,"[('Cereal', 10), ('Pancake', 8), ('Coffee', 4)]",434.0,-37.8059969,144.9318902,0,10.217,15.697897
ORDX10955,03-11-2018,18:08:27,Dinner,BK,"[('Shrimp', 7), ('Salmon', 5), ('Fish&Chips', 6)]",793.0,-37.8200086,144.9816241,0,6.658,16.543801
ORDJ10075,2018-09-30,16:57:27,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 8), ('Salmon', 7)]",521.5,-37.7996046,144.976257,0,10.273,15.1111962
ORDY03331,2018-07-14,14:25:21,Lunch,TP,"[('Steak', 6), ('Salad', 2)]",304.4,-37.8176225,145.005412,0,10.117,15.694757
ORDZ04913,2018-08-05,15:05:54,Lunch,NS,"[('Steak', 9), ('Burger', 10), ('Eggs', 10), ('Chicken', 9), ('Salad', 1)]",1140.2,-37.8150007,144.952358,0,8.746,15.8594161
ORDK00007,2018-06-30,13:54:55,Lunch,BK,"[('Burger', 7), ('Salad', 3), ('Chicken', 8)]",524.6,-37.80555,144.9353969,0,10.042,18.6350441
ORDB02126,2018-07-30,14:55:46,Lunch,TP,"[('Chicken', 8), ('Burger', 6)]",442.0,-37.8120939,144.9738315,0,10.612,12.2913321
ORDA03087,2018-09-28,16:57:27,Dinner,BK,"[('Shrimp', 2), ('Fish&Chips', 8), ('Salmon', 7)]",675.0,-37.8021222,144.9482339,1,8.95,15.706851
ORDB00945,2018-04-22,11:32:57,Breakfast,TP,"[('Pancake', 6), ('Eggs', 4)]",233.5,-37.8223062,144.9967359,0,10.148,14.5889035
ORDI08067,2018-02-06,09:10:59,Breakfast,NS,"[('Pancake', 2), ('Cereal', 2)]",90.5,144.9793568,-37.8230039,0,8.962,13.843964
ORDJ06238,2018-03-18,10:32:06,Breakfast,TP,"[('Coffee', 9), ('Pancake', 9), ('Shrimp', 8), ('Eggs', 9)]",651.75,-37.8232251,144.9862043,0,9.422,13.3509474
ORDB00512,2018-02-26,09:51:32,Lunch,TP,"[('Eggs', 6), ('Coffee', 7), ('Pancake', 6)]",330.0,-37.813309,144.9514018,0,9.064,11.8134316
ORDK08306,2018-07-25,14:45:38,Lunch,BK,"[('Salad', 7), ('Fries', 7), ('Burger', 1), ('Steak', 9)]",640.4,-37.8117481,144.9565163,1,8.076,14.2852326
ORDC04264,2018-04-05,11:02:32,Breakfast,NS,"[('Coffee', 4), ('Pancake', 9), ('Eggs', 2)]",292.25,-37.8253657,144.9477248,1,10.222,15.1976989
ORDZ01899,2018-06-13,13:24:30,Lunch,NS,"[('Burger', 6), ('Fries', 9)]",294.0,-37.8243488,144.9554988,1,10.295,16.2627489
ORDK11111,2018-06-19,13:34:38,Lunch,BK,"[('Steak', 3), ('Chicken', 2), ('Salad', 9), ('Burger', 1)]",384.8,-37.8212301,144.9614747,1,8.189,14.0214092
ORDZ06811,2018-09-23,16:47:19,Dinner,NS,"[('Shrimp', 8), ('Salmon', 6), ('Pasta', 3), ('Fish&Chips', 2)]",830.5,-37.8150923,144.9615645,0,8.291,16.4682735
ORDC09243,2018-11-09,18:18:35,Breakfast,NS,"[('Shrimp', 10), ('Fish&Chips', 2), ('Pasta', 6)]",775.0,-37.8210371,144.9579662,0,9.252,15.2121204
ORDI03079,2018-03-09,10:11:49,Breakfast,bk,"[('Coffee', 5), ('Pancake', 3), ('Cereal', 8), ('Eggs', 1)]",300.25,-37.8159881,144.9662227,0,8.174,12.7842345
ORDZ06001,2018-11-23,18:49:00,Dinner,NS,"[('Shrimp', 9), ('Salmon', 2)]",599.5,-37.8105747,144.939228,0,9.7,15.4475419
ORDI06380,2018-05-31,12:54:05,Lunch,NS,"[('Fries', 6), ('Salad', 2), ('Chicken', 6)]",298.4,-37.8222436,144.9497997,0,9.812,15.3075269
ORDK06807,2018-04-01,10:52:23,Breakfast,BK,"[('Coffee', 8), ('Eggs', 8), ('Pancake', 5), ('Cereal', 10)]",567.25,-37.8160628,144.9529516,0,8.633,15.8895708
ORDC00227,2018-01-31,08:50:42,Breakfast,NS,"[('Pancake', 4), ('Fish&Chips', 5)]",207.0,-37.8011382,144.9830508,0,7.328,12.1643976
ORDJ09830,2018-23-04,11:43:05,Breakfast,TP,"[('Pancake', 9), ('Eggs', 3)]",284.25,-37.8192205,144.9529847,0,8.554,11.1302711
ORDB04224,2018-09-11,16:16:54,Dinner,TP,"[('Salmon', 3), ('Pasta', 8), ('Fish&Chips', 9)]",658.0,-37.8087252,144.9663227,0,8.878,13.103021
ORDA02978,2018-06-09,13:14:21,Lunch,BK,"[('Burger', 4), ('Chicken', 9)]",412.0,-37.8260948,144.9580486,0,9.078,17.2376025
ORDA03129,2018-06-24,13:44:47,Lunch,BK,"[('Salad', 2), ('Chicken', 2), ('Fries', 10)]",218.4,-37.8252847,144.9827537,0,9.064,15.3634762
ORDB03229,2018-28-10,17:58:18,Dinner,TP,"[('Shrimp', 7), ('Salmon', 1)]",419.0,-37.8088724,144.9486259,0,9.658,14.9603438
ORDJ01989,2018-06-26,13:44:47,Dinner,TP,"[('Fries', 10), ('Chicken', 10), ('Burger', 1), ('Salad', 3)]",522.6,-37.8251248,144.9847037,0,8.977,12.4529275
ORDZ09684,2018-01-23,08:40:33,Breakfast,BK,"[('Eggs', 6), ('Coffee', 7), ('Pancake', 9)]",402.75,-37.8172561,144.9621702,0,8.589,13.1857275
ORDK04180,2018-11-11,18:28:43,Dinner,BK,"[('Salmon', 6), ('Shrimp', 8), ('Fish&Chips', 3), ('Pasta', 1)]",810.5,-37.8025629,144.9610402,0,7.952,17.0602444
ORDI05880,12-07-2018,14:15:12,Lunch,NS,"[('Chicken', 9), ('Steak', 2), ('Fries', 6), ('Burger', 9)]",729.0,-37.8093687,144.9684071,0,7.139,13.1268141
ORDJ06506,2018-05-03,12:03:22,Lunch,TP,"[('Chicken', 1), ('Salad', 1), ('Burger', 2), ('Steak', 5)]",336.2,-37.800966,144.9870509,0,10.752,13.833296
ORDZ04656,2018-04-23,11:43:05,Breakfast,NS,"[('Fries', 4), ('Cereal', 7)]",244.0,-37.8187631,144.9534036,0,9.218,14.3017922
ORDY05365,2018-12-16,19:29:34,Dinner,TP,"[('Shrimp', 8), ('Salmon', 2)]",514.0,37.8243979,144.9446312,0,9.064,14.9004858
ORDK00028,2018-05-15,12:23:39,Lunch,BK,"[('Chicken', 4), ('Steak', 3), ('Salad', 8)]",400.6,-37.8250288,144.9537713,0,9.225,15.0190024
ORDX08697,2018-12-27,20:00:00,Dinner,BK,"[('Shrimp', 3), ('Pasta', 5)]",299.5,37.8113308,144.9692934,0,7.062,14.3943265
ORDX01255,2018-12-17,19:39:43,Dinner,BK,"[('Shrimp', 6), ('Fish&Chips', 8), ('Pasta', 1), ('Salmon', 9)]",229.0,-37.8058101,144.9490186,0,8.765,15.9911701
ORDA09136,2018-10-08,17:17:44,Dinner,BK,"[('Pasta', 9), ('Shrimp', 2), ('Fish&Chips', 9), ('Salmon', 3)]",793.5,-37.8199091,144.9613446,0,8.066,14.8968208
ORDC00138,2018-03-14,10:21:58,Breakfast,NS,"[('Eggs', 7), ('Cereal', 8), ('Coffee', 2), ('Pancake', 5)]",458.25,-37.8242368,145.0136894,0,11.799,16.8417627
ORDI05163,2018-01-04,08:00:00,Breakfast,NS,"[('Pancake', 10), ('Eggs', 7)]",396.5,37.8162002,145.0019613,1,10.117,7.7683261
ORDC02320,2018-01-21,08:40:33,Breakfast,NS,"[('Eggs', 9), ('Coffee', 8), ('Cereal', 8)]",426.0,-37.8065523,144.9651534,0,7.111,14.035292
ORDY06061,2018-01-28,08:50:42,Breakfast,TP,"[('Chicken', 4), ('Coffee', 8), ('Pancake', 6)]",293.5,-37.7988496,144.9623625,0,9.914,13.8800569
ORDZ10519,2018-12-30,20:00:00,Dinner,NS,"[('Salmon', 9), ('Pasta', 4), ('Fish&Chips', 1), ('Shrimp', 10)]",1054.0,-37.8160109,144.9381137,0,9.942,18.1453549
ORDX00144,2018-07-27,14:45:38,Lunch,BK,"[('Salad', 8), ('Fries', 10), ('Chicken', 9), ('Steak', 6)]",815.6,-37.8104509,144.9834662,0,5.711,10.8188143
ORDI08927,2018-07-12,14:15:12,Lunch,NS,"[('Steak', 7), ('Burger', 5), ('Fries', 4), ('Chicken', 7)]",742.0,-37.8180527,144.9946725,0,8.347,15.5123241
ORDI10948,2018-04-04,11:02:32,Breakfast,NS,"[('Pancake', 9), ('Cereal', 9), ('Eggs', 5)]",355.0,-37.7991571,144.9862261,0,7.729,12.5471649
ORDX03103,2018-21-11,18:38:52,Dinner,BK,"[('Shrimp', 8), ('Salmon', 9), ('Fish&Chips', 4), ('Pasta', 9)]",1188.5,-37.8133476,144.9357502,0,10.285,17.1710468
ORDI00982,2018-02-28,09:51:32,Breakfast,NS,"[('Coffee', 1), ('Eggs', 10), ('Cereal', 1), ('Pancake', 7)]",418.25,-37.8114219,144.9366916,0,9.822,15.6589894
ORDK07676,2018-05-01,11:53:14,Breakfast,BK,"[('Pancake', 6), ('Cereal', 2), ('Coffee', 10)]",262.5,-37.809873,144.9490662,0,8.834,13.8794462
ORDY04083,03-02-2018,09:00:50,Breakfast,TP,"[('Eggs', 7), ('Coffee', 4), ('Cereal', 3)]",247.0,-37.8087984,145.0088468,0,12.052,15.1259911
ORDA02386,2018-09-29,16:57:27,Breakfast,BK,"[('Fish&Chips', 9), ('Shrimp', 10), ('Salmon', 2)]",937.0,-37.8030195,144.9497312,0,8.727,18.3504279
ORDC06490,2018-01-13,08:20:16,Breakfast,NS,"[('Eggs', 2), ('Cereal', 3), ('Pancake', 2), ('Coffee', 10)]",230.5,-37.8170173,144.9356863,1,9.936,8.1561829
ORDA00468,2018-04-24,11:43:05,Breakfast,BK,"[('Cereal', 1), ('Coffee', 1), ('Eggs', 6)]",160.5,-37.8192708,144.9527513,0,8.841,13.8985698
ORDA08584,2018-07-07,14:05:04,Lunch,ns,"[('Burger', 1), ('Steak', 8)]",391.0,-37.8144218,144.9876715,0,5.596,14.3356054
ORDK09184,2018-08-30,15:56:37,Lunch,BK,"[('Chicken', 1), ('Steak', 3), ('Burger', 2)]",229.0,-37.8082242,144.9759826,0,6.275,12.3805808
ORDX06313,2018-07-11,14:15:12,Dinner,BK,"[('Chicken', 8), ('Salad', 7), ('Steak', 10)]",826.4,-37.8170017,145.0049113,0,4.25,10.0845578
ORDK03931,2018-12-27,20:00:00,Dinner,BK,"[('Pasta', 4), ('Salmon', 4), ('Shrimp', 2)]",382.0,-37.8108968,144.9668054,0,7.22,14.1581764
ORDJ01419,2018-07-31,14:55:46,Lunch,TP,"[('Fries', 1), ('Steak', 5)]",237.0,-37.8188965,145.0152449,0,12.673,15.0855429
ORDI03437,2018-05-30,12:54:05,Lunch,NS,"[('Steak', 10), ('Chicken', 6), ('Salad', 10), ('Burger', 9), ('Fries', 1)]",1105.0,-37.8175782,144.9900592,0,9.241,15.0199815
ORDX00565,2018-09-01,16:06:45,Dinner,BK,"[('Fish&Chips', 8), ('Pasta', 10)]",555.0,-37.8155951,144.9580329,0,8.213,17.2448686
ORDA06520,2018-04-11,11:12:40,Dinner,BK,"[('Eggs', 4), ('Pancake', 10), ('Coffee', 3), ('Cereal', 4)]",437.0,-37.8028793,144.9679583,0,7.422,12.6137438
ORDK06562,2018-06-07,13:14:21,Lunch,BK,"[('Burger', 9), ('Chicken', 7), ('Salad', 7), ('Steak', 7)]",938.4,-37.8081027,144.9525886,0,8.679,14.5197541
ORDI05502,2018-07-30,14:55:46,Lunch,ns,"[('Steak', 2), ('Fries', 2), ('Salad', 8), ('Chicken', 9)]",539.6,-37.8120939,144.9738315,0,7.628,13.2708395
ORDZ05951,2018-03-31,10:52:23,Breakfast,NS,"[('Cereal', 2), ('Eggs', 1)]",394.0,-37.79916,144.9898764,0,8.163,15.52475
ORDY09632,2018-05-20,12:33:48,Lunch,TP,"[('Salad', 9), ('Steak', 4)]",334.8,37.8100036,144.9953046,0,10.622,15.5778383
ORDY06526,2018-01-07,08:10:08,Breakfast,TP,"[('Eggs', 8), ('Pancake', 3)]",248.75,-37.8138332,144.9376909,1,10.554,7.0831275
ORDJ07939,2018-11-08,18:18:35,Lunch,TP,"[('Shrimp', 7), ('Pasta', 4), ('Fish&Chips', 4), ('Salmon', 4)]",792.0,-37.8159759,144.9652641,0,7.854,12.1852755
ORDA09706,2018-02-25,09:41:24,Breakfast,BK,"[('Eggs', 1), ('Cereal', 6)]",148.0,37.8151923,144.9596078,0,8.066,15.53574
ORDK04209,2018-04-17,11:32:57,Breakfast,BK,"[('Eggs', 3), ('Pancake', 7), ('Coffee', 3), ('Cereal', 8)]",426.25,-37.813292,144.9739203,0,6.836,11.8385307
ORDZ02546,2018-07-14,14:25:21,Dinner,NS,"[('Fries', 5), ('Steak', 10), ('Burger', 10), ('Salad', 4)]",888.8,-37.816861,145.0081355,0,10.676,18.008379
ORDJ02290,2018-09-02,16:06:45,Dinner,TP,"[('Pasta', 4), ('Salmon', 3), ('Fish&Chips', 6), ('Shrimp', 6)]",767.0,37.8100335,144.93596,0,10.548,16.0588759
ORDZ04195,01-07-2018,13:54:55,Lunch,NS,"[('Chicken', 6), ('Burger', 5), ('Steak', 1)]",392.0,-37.8153924,144.9666436,0,8.07,15.853618
ORDX01383,2018-09-13,16:27:02,Dinner,BK,"[('Shrimp', 1), ('Fish&Chips', 3)]",159.0,-37.8038502,144.9579718,0,8.414,15.4842475
ORDI00868,2018-12-07,19:19:26,Dinner,NS,"[('Shrimp', 8), ('Fish&Chips', 8)]",712.0,-37.8183904,144.9662769,0,8.508,15.1047762
ORDX01596,2018-07-19,14:35:29,Lunch,BK,"[('Burger', 10), ('Chicken', 10), ('Fries', 8), ('Steak', 1)]",771.0,37.799995,144.9740232,0,7.323,13.2945165
ORDK05162,2018-06-18,13:34:38,Lunch,ns,"[('Steak', 2), ('Burger', 8), ('Fries', 6), ('Chicken', 4)]",538.0,-37.8188311,144.9755155,0,7.467,13.3106938
ORDZ10788,2018-03-13,10:21:58,Breakfast,NS,"[('Cereal', 7), ('Eggs', 1), ('Coffee', 8), ('Pancake', 10)]",471.5,-37.8241101,144.9820311,0,9.394,13.9847353
ORDI03324,2018-07-15,14:25:21,Lunch,NS,"[('Steak', 8), ('Burger', 9)]",639.0,-37.8101204,144.953732,1,8.347,15.8546034
ORDJ08607,2018-03-08,10:11:49,Breakfast,TP,"[('Coffee', 8), ('Pancake', 10)]",302.5,-37.8187066,144.9839724,0,9.186,12.3846705
ORDJ07446,2018-06-11,13:14:21,Lunch,TP,"[('Burger', 1), ('Fries', 9), ('Salad', 1)]",156.2,-37.8012351,144.9741474,1,10.002,12.9353456
ORDB03055,2018-01-04,08:00:00,Breakfast,NS,"[('Pancake', 8), ('Cereal', 2)]",236.0,-37.8185848,145.0053358,1,11.101,6.9321072
ORDY00611,2018-06-24,13:44:47,Lunch,TP,"[('Burger', 7), ('Fries', 3), ('Steak', 3), ('Chicken', 6), ('Salad', 6)]",306.25,-37.8248949,144.9828503,0,8.952,14.0588111
ORDC05703,2018-05-25,12:43:56,Lunch,NS,"[('Chicken', 7), ('Fries', 4), ('Burger', 6), ('Steak', 9)]",863.0,-37.8250195,144.9570327,0,8.605,15.2760985
ORDK02879,2018-01-19,08:30:25,Breakfast,BK,"[('Cereal', 9), ('Pancake', 8)]",383.0,-37.7996973,144.973788,0,8.07,12.292096
ORDA06700,2018-01-25,08:40:33,Breakfast,BK,"[('Pancake', 5), ('Cereal', 3), ('Coffee', 8), ('Eggs', 2)]",288.25,37.8132588,144.9626345,0,7.707,13.2655482
ORDZ04399,2018-03-20,10:32:06,Breakfast,NS,"[('Eggs', 10), ('Pancake', 5)]",341.25,-37.8115095,144.959273,0,7.907,12.2961862
ORDY04300,2018-03-06,10:01:41,Breakfast,NS,"[('Cereal', 3), ('Coffee', 1), ('Pancake', 2), ('Eggs', 3)]",185.0,-37.8129912,144.952109,0,9.014,11.7048642
ORDI02278,12-08-2018,15:16:03,Lunch,NS,"[('Steak', 9), ('Salad', 4), ('Chicken', 1), ('Burger', 1)]",536.8,-37.8093201,144.9885661,0,8.404,15.5610204
ORDA10968,2018-03-25,10:42:15,Breakfast,BK,"[('Pancake', 10), ('Eggs', 6), ('Cereal', 8)]",542.5,-37.8104539,144.9729768,0,6.685,13.9667176
ORDX07132,2018-05-03,12:03:22,Lunch,BK,"[('Salad', 2), ('Fries', 8), ('Chicken', 9), ('Burger', 9), ('Steak', 8)]",1057.4,-37.80422,145.0024501,0,5.105,10.5037459
ORDY10629,2018-12-16,19:29:34,Dinner,tp,"[('Salmon', 6), ('Shrimp', 1), ('Fish&Chips', 3)]",405.0,-37.8062527,144.9596384,0,8.971,14.7992976
ORDZ04824,2018-05-18,12:33:48,Lunch,NS,"[('Burger', 1), ('Cereal', 6), ('Steak', 8), ('Fries', 3), ('Chicken', 9)]",818.2,-37.8009705,144.9567062,0,7.442,12.7892953
ORDZ00413,2018-04-25,11:43:05,Breakfast,NS,"[('Cereal', 3), ('Coffee', 5), ('Pancake', 9)]",318.75,-37.8207776,144.9617034,1,9.045,13.7430429
ORDZ02894,2018-12-28,20:00:00,Dinner,NS,"[('Pasta', 3), ('Salmon', 10), ('Shrimp', 3), ('Fish&Chips', 9)]",969.5,-37.7983379,145.0069061,0,9.841,15.5150537
ORDJ03238,2018-05-26,12:43:56,Lunch,TP,"[('Burger', 3), ('Fries', 3), ('Chicken', 8), ('Salad', 8), ('Steak', 2)]",612.6,-37.8090833,145.0116283,0,12.29,16.4847197
ORDX09958,2018-17-06,13:24:30,Lunch,BK,"[('Fries', 7), ('Burger', 4), ('Salad', 3), ('Chicken', 8), ('Steak', 5)]",740.6,-37.8125337,145.0130815,0,3.615,11.9814128
ORDZ00137,2018-22-07,14:35:29,Lunch,NS,"[('Chicken', 9), ('Burger', 10), ('Salad', 9), ('Steak', 8)]",1112.8,-37.8092417,144.9465754,0,8.992,16.5283013
ORDB10534,2018-06-15,13:24:30,Lunch,TP,"[('Fries', 1), ('Steak', 7)]",562.5,-37.8173234,144.9674074,0,7.752,11.507688
ORDY02586,2018-11-04,18:08:27,Dinner,TP,"[('Fish&Chips', 10), ('Pasta', 9)]",333.8,-37.8031378,145.0045622,0,12.087,16.962669
ORDC04106,2018-02-11,09:21:07,Breakfast,NS,"[('Coffee', 1), ('Cereal', 2), ('Pancake', 7)]",219.25,-37.8140677,144.9713268,0,7.664,14.525496
ORDK09411,2018-08-25,15:46:28,Lunch,ns,"[('Burger', 1), ('Steak', 9), ('Chicken', 9)]",724.0,-37.8245536,144.9468872,0,9.586,18.2175186
ORDY08701,2018-11-09,18:18:35,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 5)]",202.5,-37.8095304,144.9862756,0,9.813,14.2014464
ORDB10317,2018-11-24,18:49:00,Dinner,bk,"[('Salmon', 5), ('Fish&Chips', 7), ('Shrimp', 6)]",774.0,-37.8144709,144.9381655,0,10.309,15.5327889
ORDB06772,2018-06-15,13:24:30,Lunch,TP,"[('Salad', 1), ('Fries', 7), ('Steak', 8), ('Burger', 1), ('Chicken', 7)]",716.2,-37.8135048,144.9656151,0,8.204,11.6281395
ORDC06964,2018-07-18,14:35:29,Lunch,NS,"[('Chicken', 8), ('Steak', 5)]",481.0,-37.811866,145.0130405,0,10.599,15.7736999
ORDK06797,2018-06-23,13:44:47,Lunch,BK,"[('Burger', 1), ('Steak', 9), ('Chicken', 4), ('Salad', 7)]",738.0,-37.7993166,144.9821086,0,6.771,14.7895733
ORDZ09370,2018-04-05,11:02:32,Breakfast,NS,"[('Coffee', 8), ('Eggs', 3), ('Pancake', 4)]",223.0,-37.8174036,144.9522062,0,9.065,14.1487343
ORDI06459,2018-06-14,13:24:30,Lunch,NS,"[('Steak', 7), ('Fries', 9), ('Salad', 8)]",560.6,-37.7996201,144.9671985,1,6.49,11.8473041
ORDA05917,2018-02-05,09:10:59,Breakfast,tp,"[('Pancake', 10), ('Cereal', 10)]",452.5,-37.8100432,144.9727242,0,6.741,11.5409085
ORDY07426,2018-01-10,08:10:08,Breakfast,TP,"[('Cereal', 10), ('Pancake', 3), ('Eggs', 5)]",392.75,-37.822214,144.9499179,0,8.661,5.5123956
ORDK03341,2018-01-06,08:10:08,Breakfast,BK,"[('Cereal', 2), ('Eggs', 4), ('Coffee', 2), ('Pancake', 3)]",217.75,-37.8018876,144.9462257,1,9.13,7.7839981
ORDC07100,2018-12-02,19:09:17,Dinner,NS,"[('Pasta', 2), ('Fish&Chips', 2), ('Salmon', 8), ('Shrimp', 8)]",885.0,-37.8024048,144.9789446,1,6.961,14.8738965
ORDY02957,2018-10-31,17:58:18,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 3), ('Salmon', 9)]",521.5,-37.8133426,144.9446125,0,9.669,14.1561751
ORDX04278,2018-06-11,13:14:21,Lunch,BK,"[('Chicken', 5), ('Steak', 3), ('Burger', 9)]",574.0,-37.8245451,144.9469959,0,9.576,15.3092885
ORDI08970,2018-05-13,12:23:39,Lunch,NS,"[('Salad', 7), ('Fries', 7)]",204.4,-37.8040767,144.9591671,0,7.457,14.1929282
ORDY03600,2018-12-30,20:00:00,Dinner,TP,"[('Salmon', 10), ('Fish&Chips', 10), ('Pasta', 8)]",980.0,-37.815645,144.937896,0,10.374,16.0482807
ORDJ06556,2018-10-21,17:38:01,Dinner,TP,"[('Shrimp', 10), ('Pasta', 2), ('Salmon', 10), ('Fish&Chips', 10)]",1355.0,-37.7999196,144.9626861,0,7.454,15.4027475
ORDI05210,2018-05-19,12:33:48,Lunch,NS,"[('Steak', 5), ('Burger', 7), ('Chicken', 8), ('Salad', 10), ('Fries', 6)]",942.0,-37.8137353,144.9522985,0,8.639,15.9519921
ORDJ00234,2018-12-25,19:49:51,Dinner,TP,"[('Pasta', 1), ('Salmon', 2)]",109.5,-37.8132861,144.9334399,0,9.7,15.2787205
ORDA04840,2018-02-04,09:00:50,Dinner,BK,"[('Coffee', 2), ('Cereal', 9)]",204.0,-37.822609,144.9611058,0,8.341,15.5515555
ORDY07706,2018-06-04,13:04:13,Lunch,TP,"[('Steak', 2), ('Salad', 9), ('Fries', 1)]",256.8,37.8046039,144.9102956,0,12.885,15.3828576
ORDA08988,2018-01-12,08:20:16,Breakfast,BK,"[('Pancake', 4), ('Eggs', 5)]",207.0,-37.8191958,144.9875564,1,6.061,5.3713134
ORDJ02505,2018-12-29,20:00:00,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 5), ('Shrimp', 1), ('Salmon', 7)]",583.5,-37.815892,144.9382513,1,10.337,15.8436527
ORDK04789,2018-12-31,20:00:00,Dinner,BK,"[('Shrimp', 10), ('Salmon', 7), ('Fish&Chips', 6), ('Pasta', 2)]",1092.0,-37.8070205,145.0001939,0,4.484,11.3427886
ORDA11102,2018-08-05,15:05:54,Lunch,BK,"[('Fries', 5), ('Steak', 1), ('Salad', 2), ('Chicken', 10)]",459.4,-37.8141123,144.9520479,0,8.596,16.6012181
ORDK01196,2018-05-08,12:13:31,Lunch,BK,"[('Steak', 10), ('Salad', 5), ('Burger', 8)]",784.0,-37.8223201,144.9340693,0,10.713,16.5483339
ORDK04392,2018-09-25,16:47:19,Dinner,ns,"[('Salmon', 5), ('Pasta', 7), ('Fish&Chips', 8), ('Shrimp', 10)]",1217.5,-37.8142992,144.998194,0,4.554,10.9558485
ORDA04475,2018-03-17,10:21:58,Breakfast,BK,"[('Cereal', 1), ('Pancake', 6), ('Eggs', 1), ('Coffee', 1)]",196.0,-37.8198497,144.9824891,0,6.57,14.0627627
ORDI08387,2018-08-07,15:16:03,Lunch,NS,"[('Salad', 6), ('Pasta', 6)]",289.2,-37.8101985,144.9615172,0,7.622,12.7558615
ORDX04134,2018-07-17,14:25:21,Lunch,BK,"[('Fries', 8), ('Shrimp', 4)]",220.0,-37.8196513,144.9441873,0,9.615,15.5119697
ORDY10683,2018-10-29,17:58:18,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 1), ('Pancake', 9)]",651.5,-37.8195796,144.9688826,0,7.329,11.7634228
ORDX01812,2018-12-05,19:09:17,Dinner,BK,"[('Shrimp', 2), ('Fish&Chips', 8)]",696.5,-37.8243231,144.9480425,0,9.34,16.161801
ORDY04478,2018-04-29,11:53:14,Breakfast,TP,"[('Coffee', 4), ('Shrimp', 3), ('Pancake', 8), ('Cereal', 5)]",395.0,-37.8041168,144.9594984,0,9.247,13.0276845
ORDZ08466,2018-05-09,12:13:31,Lunch,NS,"[('Burger', 2), ('Steak', 6)]",332.0,-37.8122375,144.9585135,0,8.047,13.9158122
ORDC05604,2018-01-15,08:20:16,Breakfast,NS,"[('Eggs', 5), ('Cereal', 6), ('Pancake', 2), ('Steak', 8)]",344.5,-37.8261993,144.9950706,1,10.086,7.5355826
ORDK05356,2018-10-21,17:38:01,Breakfast,BK,"[('Pasta', 6), ('Salmon', 5)]",370.0,-37.8051531,144.9940216,0,5.116,13.8236997
ORDK05233,2018-10-03,17:07:36,Dinner,BK,"[('Pasta', 9), ('Salmon', 8)]",575.5,37.8024773,144.963315,0,7.82,14.876337
